USAF,WBAN,ObservationDate,TemperatureF,DewPointF,SeaLevelPressureMB,StationPressureMB,VisibilityFeet,MeanWindSpeedMPH,MaxWindSpeedMPH,MaxGustSpeedMPH,MaxTemperatureF,MinTemperatureF,PrecipitationInches
688160,99999,19740212,71.3,63.8,1012.9,,12.1,11.6,21.0,,77.0,66.2,0.0
688160,99999,19740215,76.3,62.2,1009.7,,14.3,,,,95.0,66.2,0.0
688160,99999,19740219,68.0,60.3,1012.3,,17.7,15.3,19.0,,75.2,64.4,0.0
688160,99999,19740220,77.0,59.5,1007.2,,15.8,3.0,12.0,,96.8,62.6,0.0
688160,99999,19740222,68.0,59.5,,,12.4,14.0,19.0,,73.4,66.2,1.06
688160,99999,19740223,72.5,59.5,1013.6,,21.4,11.0,14.0,,80.6,64.4,0.0
688160,99999,19740224,74.8,59.5,1004.4,,19.3,7.5,15.0,,84.2,66.2,0.0
688160,99999,19740303,71.6,55.4,1015.6,,21.9,18.0,22.9,,77.0,59.0,0.0
688160,99999,19740305,72.5,59.9,1014.0,,20.7,7.7,9.9,,87.8,66.2,0.0
688160,99999,19740308,66.2,61.7,1012.0,,18.7,7.6,12.0,,73.4,59.0,0.0
688160,99999,19740312,67.1,63.9,1012.6,,5.3,12.8,17.1,,73.4,62.6,0.0
688160,99999,19740314,67.1,59.4,1012.5,,18.6,9.3,24.1,,73.4,62.6,0.0
688160,99999,19740315,64.4,,1014.0,,18.6,12.0,20.0,,73.4,59.0,0.0
688160,99999,19740316,60.8,55.4,1014.0,,13.5,9.3,17.1,,73.4,55.4,0.0
688160,99999,19740317,55.0,46.4,1024.1,,24.9,6.0,8.9,,57.2,53.6,0.2
688160,99999,19740319,65.3,54.1,1022.6,,26.1,14.8,20.0,,69.8,60.8,0.0
688160,99999,19740320,67.3,57.9,1018.2,,14.9,10.5,14.0,,77.0,59.0,0.0
688160,99999,19740321,68.9,,1013.4,,19.3,2.3,5.1,,84.2,60.8,0.0
688160,99999,19740324,64.8,59.5,1013.2,,12.1,8.7,15.9,,75.2,59.0,0.0
688160,99999,19740325,66.2,60.8,1013.0,,11.0,12.0,18.1,,71.6,60.8,0.0
688160,99999,19740326,64.4,54.5,1018.2,,19.3,7.5,13.0,,73.4,59.0,0.0
688160,99999,19740327,65.0,54.2,1016.3,,13.0,10.8,22.9,,71.6,59.0,0.0
688160,99999,19740329,65.8,50.5,1020.4,,15.8,23.0,27.0,,73.4,60.8,0.0
688160,99999,19740401,72.8,56.6,1015.1,,18.6,18.7,24.1,,77.0,68.0,0.0
688160,99999,19740402,75.2,54.0,1017.1,,20.2,,,,84.2,64.4,0.0
688160,99999,19740407,66.2,59.0,,,8.3,14.7,19.8,,71.6,60.8,0.0
688160,99999,19740408,62.6,57.2,1015.0,,14.6,5.0,8.0,,75.2,57.2,0.91
688160,99999,19740409,60.8,55.8,1014.2,,9.9,4.0,8.9,,73.4,53.6,0.0
688160,99999,19740412,64.0,,1015.3,,14.4,11.0,18.1,,69.8,55.4,0.0
688160,99999,19740416,62.6,,,,7.5,5.0,9.9,,68.0,55.4,0.0
688160,99999,19740419,59.5,55.4,,,8.2,6.9,9.9,,62.6,57.2,0.0
688160,99999,19740422,59.0,,1017.7,,16.5,3.3,7.0,,80.6,44.6,0.0
688160,99999,19740423,64.8,51.8,1015.6,,16.2,7.7,11.1,,68.0,59.0,0.0
688160,99999,19740426,64.1,55.7,1016.5,,12.4,5.1,9.9,,75.2,55.4,0.0
688160,99999,19740427,69.2,49.3,1014.8,,12.6,1.8,4.1,,89.6,51.8,0.0
688160,99999,19740428,60.5,54.8,1013.9,,9.0,16.2,20.0,,64.4,55.4,0.0
688160,99999,19740429,61.2,54.9,1015.1,,7.5,7.0,11.1,,69.8,57.2,0.0
688160,99999,19740501,60.4,,1015.7,,9.3,10.2,15.0,,64.4,57.2,0.16
688160,99999,19740504,55.8,54.3,1014.8,,1.4,4.5,9.9,,62.6,53.6,0.0
688160,99999,19740505,57.2,56.5,1012.3,,2.7,3.2,6.0,,59.0,55.4,0.51
688160,99999,19740508,65.8,50.9,,,14.3,3.7,6.0,,75.2,48.2,0.0
688160,99999,19740509,69.3,49.1,1022.7,,18.6,,,,82.4,53.6,0.0
688160,99999,19740510,75.6,46.0,1016.1,,16.5,13.5,17.1,,84.2,62.6,0.0
688160,99999,19740513,58.1,48.2,1018.2,,16.9,,,,68.0,48.2,0.0
688160,99999,19740516,55.0,,1025.3,,19.6,7.6,17.1,,62.6,46.4,0.08
688160,99999,19740517,58.3,43.2,1026.4,,13.4,0.8,4.1,,66.2,39.2,0.0
688160,99999,19740518,53.6,44.2,1023.9,,15.4,0.0,,,68.0,42.8,0.0
688160,99999,19740519,56.8,43.7,1018.9,,15.8,0.7,2.9,,75.2,44.6,0.0
688160,99999,19740520,58.1,48.6,1017.0,,15.5,6.5,12.0,,69.8,48.2,0.0
688160,99999,19740521,58.5,51.3,1018.7,,,,,,75.2,46.4,0.0
688160,99999,19740522,55.4,48.7,1016.2,,11.7,0.0,,,75.2,44.6,0.0
688160,99999,19740523,56.1,52.2,1012.5,,8.8,8.0,15.9,,64.4,48.2,0.0
688160,99999,19740524,57.2,52.2,1013.5,,11.8,1.7,4.1,,60.8,53.6,0.08
688160,99999,19740525,54.5,52.2,1011.0,,8.5,10.2,22.9,,57.2,48.2,0.0
688160,99999,19740526,58.3,54.9,1017.6,,10.1,8.8,11.1,,66.2,51.8,0.2
688160,99999,19740527,58.5,56.8,1016.1,,5.2,9.8,17.1,,60.8,57.2,0.0
688160,99999,19740529,55.9,49.1,1019.6,,16.8,8.7,15.9,,60.8,51.8,0.0
688160,99999,19740530,52.2,38.8,1018.6,,,3.5,11.1,,68.0,39.2,0.0
688160,99999,19740601,53.2,42.8,1029.3,,20.3,5.7,9.9,,62.6,42.8,0.0
688160,99999,19740602,51.8,43.7,1025.5,,19.0,0.0,,,69.8,41.0,0.39
688160,99999,19740603,59.7,42.4,1018.4,,12.7,0.0,,,75.2,42.8,0.0
688160,99999,19740604,66.2,46.8,1014.4,,17.2,4.2,6.0,,75.2,53.6,0.0
688160,99999,19740605,62.0,52.7,1014.4,,14.1,9.0,15.9,,66.2,55.4,99.99
688160,99999,19740606,63.1,55.0,1011.7,,13.7,11.8,19.0,,66.2,59.0,0.31
688160,99999,19740607,59.0,55.0,1009.8,,8.0,19.4,22.9,,62.6,57.2,0.24
688160,99999,19740608,60.3,58.1,1012.2,,11.5,18.0,21.0,,62.6,59.0,0.24
688160,99999,19740609,59.5,54.5,1013.8,,15.8,15.1,17.1,,62.6,57.2,0.31
688160,99999,19740610,58.5,55.4,1011.3,,,,,,62.6,55.4,0.24
688160,99999,19740613,56.8,50.9,1018.7,,10.3,8.2,14.0,,62.6,50.0,0.59
688160,99999,19740615,55.9,54.5,1025.3,,5.5,4.5,6.0,,59.0,51.8,99.99
688160,99999,19740617,57.2,52.7,1019.4,,6.0,1.0,4.1,,66.2,48.2,0.0
688160,99999,19740620,58.5,,,,5.8,0.0,,,69.8,44.6,0.0
688160,99999,19740621,57.8,50.0,,,11.7,10.4,13.0,,66.2,51.8,0.0
688160,99999,19740622,55.4,48.2,1012.2,,13.7,8.0,8.9,,62.6,46.4,0.0
688160,99999,19740623,58.4,52.1,1010.8,,11.3,19.5,24.1,34.0,60.8,55.4,0.0
688160,99999,19740627,57.7,53.6,,,14.5,4.5,8.9,,59.0,55.4,0.0
688160,99999,19740701,52.2,41.0,1024.8,,22.4,3.5,8.0,,59.0,46.4,0.0
688160,99999,19740708,52.3,50.5,1021.6,,4.2,,,,60.8,48.2,0.0
688160,99999,19740709,54.1,52.7,1023.1,,3.9,1.7,4.1,,59.0,50.0,0.0
688160,99999,19740711,51.4,48.2,1022.1,,6.3,0.0,,,62.6,44.6,0.0
688160,99999,19740712,55.0,50.9,1020.3,,4.8,,,,60.8,46.4,0.0
688160,99999,19740714,50.4,47.8,1016.5,,10.9,9.7,13.0,,60.8,41.0,0.0
688160,99999,19740715,55.4,49.6,1017.8,,13.4,12.8,15.0,,57.2,53.6,0.0
688160,99999,19740716,55.4,51.8,1018.5,,9.7,15.2,20.0,,57.2,51.8,0.12
688160,99999,19740718,52.2,42.8,1026.3,,8.0,0.8,4.1,,64.4,35.6,0.0
688160,99999,19740719,53.0,45.2,1021.5,,14.3,9.4,17.1,,64.4,37.4,0.0
688160,99999,19740720,55.4,48.7,1021.3,,16.2,5.2,8.9,,66.2,41.0,0.0
688160,99999,19740721,55.0,50.0,1016.4,,7.2,9.5,21.0,,59.0,51.8,0.0
688160,99999,19740722,52.2,44.2,1020.8,,12.2,8.8,12.0,,53.6,50.0,99.99
688160,99999,19740723,48.6,43.2,1029.2,,12.0,1.5,6.0,,60.8,41.0,0.04
688160,99999,19740726,57.2,,1026.7,,11.2,5.0,8.9,,60.8,53.6,0.0
688160,99999,19740728,54.9,48.7,1020.2,,14.6,1.5,6.0,,62.6,48.2,0.0
688160,99999,19740729,56.9,50.3,,,9.5,20.0,24.1,34.0,59.0,51.8,99.99
688160,99999,19740731,52.9,47.1,1026.5,,11.2,14.4,22.0,,59.0,46.4,0.43
688160,99999,19740801,56.8,47.8,1028.7,,12.1,,,,59.0,55.4,0.0
688160,99999,19740802,54.5,,1023.0,,9.9,1.5,6.0,,64.4,41.0,0.0
688160,99999,19740803,56.8,39.2,,,13.0,3.0,6.0,,69.8,39.2,0.0
688160,99999,19740805,54.5,,1005.9,,9.6,34.3,,,57.2,51.8,0.94
688160,99999,19740807,57.2,48.2,1011.7,,14.6,14.6,20.0,,64.4,53.6,0.47
688160,99999,19740808,58.1,54.1,1004.5,,9.9,28.5,29.9,,60.8,55.4,0.31
688160,99999,19740809,56.8,52.2,1012.8,,11.3,,,,59.0,53.6,0.0
688160,99999,19740811,50.4,39.7,1028.9,,20.4,9.2,15.0,,60.8,44.6,0.12
688160,99999,19740812,49.1,,,,17.7,5.2,9.9,,62.6,35.6,0.0
688160,99999,19740814,55.0,42.8,1016.3,,15.2,6.3,11.1,,73.4,44.6,0.0
688160,99999,19740816,55.4,49.1,1016.5,,11.6,7.0,9.9,,60.8,44.6,0.0
688160,99999,19740817,56.3,,1018.5,,12.4,8.3,13.0,,59.0,51.8,99.99
688160,99999,19740821,52.7,49.1,1012.3,,7.3,17.7,28.0,,59.0,46.4,2.36
688160,99999,19740824,56.3,,1019.5,,14.9,,,,64.4,44.6,0.0
688160,99999,19740830,50.0,41.0,1024.4,,17.7,11.7,15.9,,57.2,42.8,0.55
688160,99999,19740903,51.3,40.1,1031.0,,18.3,2.8,11.1,,62.6,39.2,0.02
688160,99999,19740904,51.8,39.7,,,17.4,5.0,17.1,,69.8,41.0,0.0
688160,99999,19740906,58.6,49.6,1016.5,,10.9,,,,62.6,55.4,0.0
688160,99999,19740910,57.2,48.2,1020.3,,18.6,16.5,21.0,,60.8,53.6,0.01
688160,99999,19740911,55.9,46.4,1020.1,,21.7,13.3,17.1,,60.8,51.8,0.0
688160,99999,19740912,54.3,45.9,1020.5,,19.9,1.8,5.1,,62.6,46.4,0.0
688160,99999,19740915,54.0,48.7,1015.3,,18.4,9.0,15.0,,62.6,44.6,0.0
688160,99999,19740917,53.2,46.0,1019.2,,12.4,8.5,12.0,,59.0,50.0,99.99
688160,99999,19740918,52.2,,1026.7,,23.0,7.5,12.0,,59.0,48.2,0.12
688160,99999,19740920,58.7,,1014.1,,16.2,6.3,12.0,,71.6,50.0,0.0
688160,99999,19740925,58.7,50.0,1016.9,,18.9,8.3,9.9,,66.2,53.6,0.0
688160,99999,19740927,56.6,52.2,1021.8,,15.3,2.2,11.1,,62.6,48.2,0.0
688160,99999,19740928,61.7,54.5,1021.6,,17.2,19.6,22.9,,66.2,55.4,0.0
688160,99999,19740929,62.2,51.8,,,,21.4,28.0,,71.6,55.4,0.0
688160,99999,19741001,60.1,57.6,1015.8,,9.4,12.4,15.9,,64.4,57.2,0.0
688160,99999,19741002,60.3,53.1,,,13.9,14.5,18.8,,64.4,55.4,0.0
688160,99999,19741005,56.8,47.8,,,18.0,8.0,15.9,,59.0,55.4,0.0
688160,99999,19741008,67.1,54.0,1017.9,,18.6,9.2,12.0,,71.6,59.0,0.0
688160,99999,19741106,72.5,50.0,1015.6,,18.0,11.0,22.9,,82.4,59.0,0.0
688160,99999,19741110,67.6,58.3,1012.2,,18.6,14.8,17.1,,77.0,62.6,0.0
688160,99999,19741114,72.1,56.3,1010.0,,19.3,12.0,21.0,,82.4,64.4,0.0
688160,99999,19741117,61.7,46.4,1019.1,,27.2,6.5,9.9,,66.2,57.2,0.0
688160,99999,19741121,63.1,51.8,1014.1,,,,,,73.4,57.2,0.0
688160,99999,19741122,68.0,55.4,1010.6,,14.9,6.8,11.1,,77.0,57.2,0.0
688160,99999,19741123,63.0,54.9,1010.7,,10.6,11.0,15.9,,66.2,59.0,99.99
688160,99999,19741125,61.7,,1013.3,,,,,,66.2,59.0,0.35
688160,99999,19741126,64.8,50.5,1019.1,,16.8,8.3,15.0,,69.8,60.8,0.04
688160,99999,19741128,66.9,53.6,1011.8,,12.9,22.4,28.0,,71.6,60.8,99.99
688160,99999,19741130,69.4,57.9,1012.9,,16.7,9.6,17.1,,78.8,62.6,0.0
688160,99999,19741204,69.3,55.8,1014.8,,12.7,5.2,13.0,,77.0,64.4,0.0
688160,99999,19741214,70.5,60.8,1012.9,,14.8,20.8,28.0,,75.2,64.4,0.0
688160,99999,19741221,79.2,55.8,1012.5,,20.5,6.8,12.0,,95.0,68.0,0.0
688160,99999,19741223,66.2,49.1,1019.1,,18.0,27.8,33.0,,75.2,62.6,0.0
688160,99999,19741228,63.5,45.1,1015.5,,20.8,9.5,12.0,,66.2,60.8,0.2
688160,99999,19741231,69.8,61.9,1012.1,,13.9,12.0,17.1,,77.0,64.4,0.0
688160,99999,19750101,70.3,61.2,1011.7,,15.7,,,,77.0,66.2,99.99
688160,99999,19750103,67.6,52.7,1021.2,,27.0,12.0,18.1,,73.4,59.0,0.0
688160,99999,19750121,73.9,57.2,,,,24.3,28.0,,80.6,69.8,0.0
688160,99999,19750123,69.8,61.7,1007.7,,12.7,9.0,13.0,,84.2,66.2,0.0
688160,99999,19750129,68.9,,1015.5,,16.5,22.7,29.9,,77.0,64.4,0.0
688160,99999,19750203,67.6,58.1,1013.2,,14.9,4.0,11.1,,78.8,57.2,0.0
688160,99999,19750204,69.3,63.1,,,18.3,10.1,18.1,,82.4,64.4,0.0
688160,99999,19750207,68.9,57.2,1012.0,,18.3,,,,82.4,66.2,0.0
688160,99999,19750211,72.5,63.1,1015.4,,21.7,13.5,17.1,,77.0,68.0,99.99
688160,99999,19750213,69.8,64.4,1014.5,,15.7,12.6,15.0,,82.4,62.6,0.0
688160,99999,19750214,72.5,64.8,1012.1,,,11.8,17.1,,80.6,66.2,0.0
688160,99999,19750216,85.6,64.0,1011.9,,16.7,12.4,21.0,,100.4,75.2,0.0
688160,99999,19750220,80.0,65.0,1011.1,,16.8,17.4,20.0,,87.8,69.8,0.0
688160,99999,19750221,70.7,60.4,1011.1,,14.4,,,,87.8,64.4,0.0
688160,99999,19750222,73.4,,1010.2,,,13.0,18.1,,89.6,62.6,0.0
688160,99999,19750223,72.5,62.6,1008.5,,14.6,7.2,8.9,,89.6,64.4,0.0
688160,99999,19750306,67.1,60.8,,,6.9,,,,77.0,60.8,0.0
688160,99999,19750307,65.8,59.4,1017.7,,15.2,9.0,17.1,,80.6,55.4,0.0
688160,99999,19750310,66.2,,1014.9,,,21.7,28.0,,77.0,64.4,0.0
688160,99999,19750311,70.7,57.2,1017.4,,26.1,19.8,21.0,,80.6,64.4,0.0
688160,99999,19750312,70.7,59.5,1016.8,,23.3,14.0,19.0,,82.4,64.4,0.0
688160,99999,19750313,73.0,57.2,1015.1,,19.3,19.8,24.1,,84.2,68.0,0.0
688160,99999,19750317,63.1,43.7,1025.0,,17.7,27.0,28.9,,77.0,60.8,0.0
688160,99999,19750322,56.8,54.3,1010.5,,5.7,10.0,15.9,,71.6,51.8,99.99
688160,99999,19750327,68.0,,1013.8,,,5.2,8.0,,80.6,62.6,0.0
688160,99999,19750330,67.1,56.3,,,,1.7,4.1,,84.2,59.0,0.0
688160,99999,19750331,66.6,59.9,1013.3,,12.3,3.7,12.0,,84.2,59.0,0.0
688160,99999,19750402,64.4,53.2,1019.6,,16.2,18.0,28.0,,73.4,60.8,0.0
688160,99999,19750403,62.2,45.0,1019.8,,15.8,3.3,6.0,,77.0,53.6,0.0
688160,99999,19750408,69.8,57.7,1014.7,,8.1,3.7,12.0,,89.6,60.8,0.0
688160,99999,19750412,59.5,56.3,1016.2,,,3.0,8.0,,66.2,57.2,99.99
688160,99999,19750420,59.0,54.7,1015.3,,14.5,2.6,8.0,,66.2,55.4,0.0
688160,99999,19750421,55.4,54.9,1016.9,,0.5,1.3,5.1,,66.2,53.6,0.0
688160,99999,19750423,59.4,58.5,1015.4,,1.9,3.0,6.0,,66.2,57.2,0.0
688160,99999,19750427,57.6,54.3,,,6.8,17.8,22.0,,66.2,55.4,99.99
688160,99999,19750429,60.1,57.2,1014.8,,7.5,3.0,7.0,,69.8,55.4,0.0
688160,99999,19750430,61.2,56.3,1013.5,,8.4,3.0,8.9,,69.8,50.0,0.0
688160,99999,19750501,62.6,56.8,,,15.1,7.2,15.9,,71.6,59.0,0.0
688160,99999,19750502,61.3,51.8,1016.8,,19.9,6.5,15.0,,71.6,53.6,0.0
688160,99999,19750505,59.9,52.3,1012.7,,22.7,3.7,8.9,,69.8,53.6,0.0
688160,99999,19750508,57.2,55.4,1006.4,,8.1,15.2,17.1,,64.4,55.4,99.99
688160,99999,19750514,61.4,54.8,1026.0,,11.4,5.1,8.0,,69.8,53.6,0.0
688160,99999,19750516,58.6,51.1,,,11.4,0.0,,,78.8,51.8,0.0
688160,99999,19750517,63.0,48.6,1022.5,,19.5,5.2,12.0,,82.4,51.8,0.0
688160,99999,19750523,61.2,46.8,1008.0,,15.5,13.5,27.0,,75.2,51.8,99.99
688160,99999,19750524,54.0,,1015.7,,23.0,3.2,9.9,,75.2,50.0,99.99
688160,99999,19750525,51.8,44.6,1018.9,,24.9,5.5,11.1,,62.6,46.4,99.99
688160,99999,19750528,55.8,48.9,,,12.7,8.9,15.0,,60.8,50.0,99.99
688160,99999,19750601,54.0,49.6,,,11.4,,,,64.4,44.6,99.99
688160,99999,19750606,66.2,49.1,1020.3,,24.4,6.3,11.1,,82.4,59.0,0.0
688160,99999,19750608,56.8,,1027.5,,19.6,1.5,6.0,,66.2,50.0,0.0
688160,99999,19750610,56.8,52.9,1024.1,,10.9,2.6,5.1,,64.4,50.0,0.0
688160,99999,19750613,58.1,51.4,1018.2,,9.9,5.5,12.0,,71.6,46.4,0.0
688160,99999,19750614,54.5,49.6,1015.1,,9.0,5.0,9.9,,71.6,48.2,0.0
688160,99999,19750617,56.9,49.4,1019.1,,12.2,8.4,14.0,,64.4,42.8,0.0
688160,99999,19750619,59.0,56.3,1016.2,,9.3,10.5,17.1,,62.6,57.2,99.99
688160,99999,19750621,55.4,51.8,1017.3,,15.2,,,,64.4,48.2,0.0
688160,99999,19750628,54.9,53.1,1020.8,,5.9,2.2,6.0,,62.6,48.2,0.0
688160,99999,19750629,59.0,54.1,,,17.4,8.5,12.0,,64.4,55.4,0.0
688160,99999,19750630,56.3,53.2,1022.3,,7.0,4.0,7.0,,64.4,51.8,0.0
688160,99999,19750701,49.5,,1017.5,,2.5,2.2,8.9,,64.4,41.0,0.0
688160,99999,19750705,55.4,50.4,1017.5,,11.0,4.3,12.0,,62.6,51.8,99.99
688160,99999,19750711,50.9,46.8,1018.1,,4.7,1.7,4.1,,62.6,41.0,0.0
688160,99999,19750714,56.5,50.7,1017.0,,13.6,20.8,24.1,,60.8,55.4,99.99
688160,99999,19750716,55.9,46.8,,,11.1,10.2,14.0,,60.8,51.8,99.99
688160,99999,19750718,56.8,49.1,1023.4,,9.6,10.2,15.9,,60.8,55.4,0.0
688160,99999,19750719,57.2,53.2,1017.4,,9.3,18.9,28.9,,60.8,55.4,99.99
688160,99999,19750721,50.5,46.8,1020.2,,14.6,2.7,8.0,,59.0,48.2,99.99
688160,99999,19750722,50.5,39.6,,,23.5,11.7,20.0,,55.4,42.8,0.0
688160,99999,19750723,49.1,37.4,1026.5,,13.8,0.0,,,59.0,33.8,0.0
688160,99999,19750724,59.5,,,,14.4,8.0,14.0,,71.6,37.4,0.0
688160,99999,19750727,54.0,46.4,1025.3,,29.8,6.5,9.9,,62.6,41.0,0.0
688160,99999,19750729,53.2,43.2,1016.9,,13.2,10.6,21.0,,68.0,44.6,0.0
688160,99999,19750802,54.0,40.3,,,21.1,8.2,8.9,,59.0,44.6,0.0
688160,99999,19750803,55.8,48.2,,,21.7,8.3,11.1,,62.6,48.2,99.99
688160,99999,19750804,52.2,,1019.5,,,3.7,8.0,,64.4,42.8,0.0
688160,99999,19750805,54.1,50.5,1018.2,,14.0,7.3,13.0,,57.2,51.8,99.99
688160,99999,19750806,53.6,48.9,1023.7,,9.1,9.0,15.9,,60.8,50.0,99.99
688160,99999,19750807,56.3,,1025.7,,14.0,6.0,12.0,,60.8,53.6,99.99
